"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"10/08/1994","471,69","471,69","471,69","471,69","22,53M","0,38%"
"11/08/1994","473,53","473,53","473,53","473,53","27,47M","0,39%"
"12/08/1994","475,00","475,00","475,00","475,00","17,99M","0,31%"
"15/08/1994","478,03","478,03","478,03","478,03","20,90M","0,64%"
"16/08/1994","483,60","483,60","483,60","483,60","25,36M","1,17%"
"18/08/1994","492,88","492,88","492,88","492,88","35,10M","1,92%"
"19/08/1994","492,21","492,21","492,21","492,21","34,46M","-0,14%"
"22/08/1994","492,42","492,42","492,42","492,42","27,43M","0,04%"
"23/08/1994","496,43","496,43","496,43","496,43","25,97M","0,81%"
"24/08/1994","498,54","498,54","498,54","498,54","30,26M","0,43%"
"25/08/1994","502,96","502,96","502,96","502,96","29,24M","0,89%"
"26/08/1994","505,33","505,33","505,33","505,33","30,86M","0,47%"
"29/08/1994","507,76","507,76","507,76","507,76","24,93M","0,48%"
"30/08/1994","509,09","509,09","509,09","509,09","26,73M","0,26%"
"31/08/1994","510,26","510,26","510,26","510,26","31,88M","0,23%"
"01/09/1994","512,71","512,71","512,71","512,71","30,86M","0,48%"
"02/09/1994","515,56","515,56","515,56","515,56","25,26M","0,56%"
"05/09/1994","519,42","519,42","519,42","519,42","23,60M","0,75%"
"06/09/1994","524,50","524,50","524,50","524,50","28,23M","0,98%"
"07/09/1994","532,05","532,05","532,05","532,05","35,96M","1,44%"
"08/09/1994","532,84","532,84","532,84","532,84","37,45M","0,15%"
"09/09/1994","532,36","532,36","532,36","532,36","25,89M","-0,09%"
"12/09/1994","521,24","521,24","521,24","521,24","16,00M","-2,09%"
"13/09/1994","515,70","515,70","515,70","515,70","50,23M","-1,06%"
"14/09/1994","520,31","520,31","520,31","520,31","27,65M","0,89%"
"15/09/1994","522,03","522,03","522,03","522,03","18,71M","0,33%"
"16/09/1994","525,63","525,63","525,63","525,63","29,81M","0,69%"
"19/09/1994","522,05","522,05","522,05","522,05","14,16M","-0,68%"
"20/09/1994","521,72","521,72","521,72","521,72","30,58M","-0,06%"
"21/09/1994","517,08","517,08","517,08","517,08","32,74M","-0,89%"
"22/09/1994","513,16","513,16","513,16","513,16","20,50M","-0,76%"
"23/09/1994","512,57","512,57","512,57","512,57","17,18M","-0,11%"
"26/09/1994","510,19","510,19","510,19","510,19","12,61M","-0,46%"
"27/09/1994","507,24","507,24","507,24","507,24","14,86M","-0,58%"
"28/09/1994","502,13","502,13","502,13","502,13","15,40M","-1,01%"
"29/09/1994","497,24","497,24","497,24","497,24","15,84M","-0,97%"
"30/09/1994","497,97","497,97","497,97","497,97","17,29M","0,15%"
"03/10/1994","497,90","497,90","497,90","497,90","17,92M","-0,01%"
"04/10/1994","500,72","500,72","500,72","500,72","17,73M","0,57%"
"05/10/1994","503,64","503,64","503,64","503,64","14,38M","0,58%"
"06/10/1994","511,46","511,46","511,46","511,46","28,95M","1,55%"
"07/10/1994","515,05","515,05","515,05","515,05","28,26M","0,70%"
"10/10/1994","511,86","511,86","511,86","511,86","18,24M","-0,62%"
"11/10/1994","512,38","512,38","512,38","512,38","26,83M","0,10%"
"12/10/1994","511,42","511,42","511,42","511,42","29,21M","-0,19%"
"13/10/1994","507,18","507,18","507,18","507,18","14,69M","-0,83%"
"14/10/1994","510,34","510,34","510,34","510,34","20,95M","0,62%"
"17/10/1994","511,34","511,34","511,34","511,34","19,72M","0,20%"
"18/10/1994","510,63","510,63","510,63","510,63","48,79M","-0,14%"
"19/10/1994","518,97","518,97","518,97","518,97","44,17M","1,63%"
"20/10/1994","518,76","518,76","518,76","518,76","39,29M","-0,04%"
"21/10/1994","514,97","514,97","514,97","514,97","41,48M","-0,73%"
"24/10/1994","512,48","512,48","512,48","512,48","24,54M","-0,48%"
"25/10/1994","514,53","514,53","514,53","514,53","27,90M","0,40%"
"26/10/1994","516,32","516,32","516,32","516,32","20,30M","0,35%"
"27/10/1994","517,85","517,85","517,85","517,85","21,37M","0,30%"
"28/10/1994","516,41","516,41","516,41","516,41","14,90M","-0,28%"
"31/10/1994","523,49","523,49","523,49","523,49","21,89M","1,37%"
"01/11/1994","524,65","524,65","524,65","524,65","22,46M","0,22%"
"02/11/1994","524,09","524,09","524,09","524,09","26,96M","-0,11%"
"03/11/1994","522,84","522,84","522,84","522,84","27,88M","-0,24%"
"04/11/1994","520,59","520,59","520,59","520,59","26,52M","-0,43%"
"07/11/1994","517,79","517,79","517,79","517,79","13,70M","-0,54%"
"08/11/1994","515,80","515,80","515,80","515,80","14,64M","-0,38%"
"09/11/1994","515,12","515,12","515,12","515,12","12,01M","-0,13%"
"10/11/1994","513,91","513,91","513,91","513,91","24,66M","-0,23%"
"11/11/1994","513,38","513,38","513,38","513,38","23,89M","-0,10%"
"16/11/1994","514,14","514,14","514,14","514,14","20,61M","0,15%"
"17/11/1994","512,46","512,46","512,46","512,46","19,06M","-0,33%"
"18/11/1994","509,84","509,84","509,84","509,84","35,79M","-0,51%"
"21/11/1994","506,66","506,66","506,66","506,66","16,71M","-0,62%"
"22/11/1994","498,66","498,66","498,66","498,66","18,37M","-1,58%"
"23/11/1994","482,01","482,01","482,01","482,01","26,23M","-3,34%"
"24/11/1994","488,50","488,50","488,50","488,50","17,88M","1,35%"
"25/11/1994","487,57","487,57","487,57","487,57","13,75M","-0,19%"
"28/11/1994","486,84","486,84","486,84","486,84","10,27M","-0,15%"
"29/11/1994","485,42","485,42","485,42","485,42","14,78M","-0,29%"
"30/11/1994","482,63","482,63","482,63","482,63","23,64M","-0,57%"
"01/12/1994","482,13","482,13","482,13","482,13","21,26M","-0,10%"
"02/12/1994","471,05","471,05","471,05","471,05","21,31M","-2,30%"
"05/12/1994","470,59","470,59","470,59","470,59","25,98M","-0,10%"
"06/12/1994","466,39","466,39","466,39","466,39","17,75M","-0,89%"
"07/12/1994","462,33","462,33","462,33","462,33","13,78M","-0,87%"
"08/12/1994","461,20","461,20","461,20","461,20","35,17M","-0,24%"
"09/12/1994","454,08","454,08","454,08","454,08","24,52M","-1,54%"
"12/12/1994","447,76","447,76","447,76","447,76","16,95M","-1,39%"
"13/12/1994","447,04","447,04","447,04","447,04","24,10M","-0,16%"
"14/12/1994","453,37","453,37","453,37","453,37","28,25M","1,42%"
"15/12/1994","458,93","458,93","458,93","458,93","27,66M","1,23%"
"16/12/1994","458,78","458,78","458,78","458,78","28,97M","-0,03%"
"19/12/1994","459,39","459,39","459,39","459,39","49,02M","0,13%"
"20/12/1994","462,78","462,78","462,78","462,78","23,31M","0,74%"
"21/12/1994","466,40","466,40","466,40","466,40","43,33M","0,78%"
"22/12/1994","469,29","469,29","469,29","469,29","54,58M","0,62%"
"23/12/1994","466,73","466,73","466,73","466,73","38,09M","-0,55%"
"26/12/1994","466,27","466,27","466,27","466,27","16,13M","-0,10%"
"27/12/1994","466,15","466,15","466,15","466,15","6,94M","-0,03%"
"28/12/1994","469,64","469,64","469,64","469,64","86,22M","0,75%"
"02/01/1995","470,14","470,14","470,14","470,14","4,78M","0,11%"
"03/01/1995","472,38","472,38","472,38","472,38","7,79M","0,48%"
"04/01/1995","474,49","474,49","474,49","474,49","11,48M","0,45%"
"05/01/1995","477,82","477,82","477,82","477,82","14,88M","0,70%"
"06/01/1995","481,22","481,22","481,22","481,22","54,03M","0,71%"
"09/01/1995","477,04","477,04","477,04","477,04","35,62M","-0,87%"
"10/01/1995","468,69","468,69","468,69","468,69","56,52M","-1,75%"
"11/01/1995","461,40","461,40","461,40","461,40","34,19M","-1,56%"
"12/01/1995","452,69","452,69","452,69","452,69","58,68M","-1,89%"
"13/01/1995","441,87","441,87","441,87","441,87","36,85M","-2,39%"
"16/01/1995","447,30","447,30","447,30","447,30","26,27M","1,23%"
"17/01/1995","449,10","449,10","449,10","449,10","22,88M","0,40%"
"18/01/1995","449,84","449,84","449,84","449,84","19,90M","0,16%"
"19/01/1995","451,79","451,79","451,79","451,79","18,73M","0,43%"
"20/01/1995","446,08","446,08","446,08","446,08","22,36M","-1,26%"
"23/01/1995","436,16","436,16","436,16","436,16","20,89M","-2,22%"
"24/01/1995","435,46","435,46","435,46","435,46","18,77M","-0,16%"
"25/01/1995","432,96","432,96","432,96","432,96","28,44M","-0,57%"
"26/01/1995","434,46","434,46","434,46","434,46","18,25M","0,35%"
"27/01/1995","437,15","437,15","437,15","437,15","18,80M","0,62%"
"30/01/1995","437,26","437,26","437,26","437,26","17,40M","0,03%"
"31/01/1995","433,83","433,83","433,83","433,83","12,70M","-0,78%"
"01/02/1995","434,65","434,65","434,65","434,65","15,71M","0,19%"
"02/02/1995","440,50","440,50","440,50","440,50","29,77M","1,35%"
"03/02/1995","445,38","445,38","445,38","445,38","35,27M","1,11%"
"06/02/1995","453,14","453,14","453,14","453,14","44,80M","1,74%"
"07/02/1995","457,33","457,33","457,33","457,33","39,81M","0,92%"
"08/02/1995","451,95","451,95","451,95","451,95","29,09M","-1,18%"
"09/02/1995","450,83","450,83","450,83","450,83","38,58M","-0,25%"
"10/02/1995","453,31","453,31","453,31","453,31","356,80M","0,55%"
"13/02/1995","455,70","455,70","455,70","455,70","93,20M","0,53%"
"14/02/1995","454,10","454,10","454,10","454,10","85,47M","-0,35%"
"15/02/1995","456,45","456,45","456,45","456,45","72,94M","0,52%"
"16/02/1995","455,59","455,59","455,59","455,59","83,65M","-0,19%"
"17/02/1995","453,14","453,14","453,14","453,14","32,45M","-0,54%"
"20/02/1995","454,03","454,03","454,03","454,03","26,46M","0,20%"
"21/02/1995","455,83","455,83","455,83","455,83","28,59M","0,40%"
"22/02/1995","454,89","454,89","454,89","454,89","29,85M","-0,21%"
"23/02/1995","454,40","454,40","454,40","454,40","23,36M","-0,11%"
"24/02/1995","454,69","454,69","454,69","454,69","32,05M","0,06%"
"27/02/1995","452,57","452,57","452,57","452,57","15,77M","-0,47%"
"28/02/1995","453,58","453,58","453,58","453,58","41,99M","0,22%"
"01/03/1995","452,88","452,88","452,88","452,88","18,20M","-0,15%"
"07/03/1995","447,22","447,22","447,22","447,22","31,78M","-1,25%"
"08/03/1995","437,30","437,30","437,30","437,30","24,93M","-2,22%"
"09/03/1995","437,50","437,50","437,50","437,50","24,74M","0,05%"
"10/03/1995","432,73","432,73","432,73","432,73","25,51M","-1,09%"
"13/03/1995","429,94","429,94","429,94","429,94","16,29M","-0,64%"
"14/03/1995","425,22","425,22","425,22","425,22","20,09M","-1,10%"
"15/03/1995","428,67","428,67","428,67","428,67","22,05M","0,81%"
"16/03/1995","427,20","427,20","427,20","427,20","24,22M","-0,34%"
"17/03/1995","426,67","426,67","426,67","426,67","16,37M","-0,12%"
"20/03/1995","426,94","426,94","426,94","426,94","13,31M","0,06%"
"21/03/1995","427,19","427,19","427,19","427,19","15,73M","0,06%"
"22/03/1995","425,92","425,92","425,92","425,92","17,99M","-0,30%"
"23/03/1995","426,25","426,25","426,25","426,25","19,57M","0,08%"
"24/03/1995","422,13","422,13","422,13","422,13","22,64M","-0,97%"
"27/03/1995","423,59","423,59","423,59","423,59","28,83M","0,35%"
"28/03/1995","426,08","426,08","426,08","426,08","21,23M","0,59%"
"29/03/1995","428,92","428,92","428,92","428,92","31,60M","0,67%"
"30/03/1995","428,64","428,64","428,64","428,64","30,46M","-0,07%"
"03/04/1995","424,49","424,49","424,49","424,49","21,83M","-0,97%"
"04/04/1995","425,20","425,20","425,20","425,20","25,35M","0,17%"
"05/04/1995","428,55","428,55","428,55","428,55","22,74M","0,79%"
"06/04/1995","430,85","430,85","430,85","430,85","28,99M","0,54%"
"07/04/1995","428,99","428,99","428,99","428,99","25,64M","-0,43%"
"10/04/1995","426,12","426,12","426,12","426,12","30,73M","-0,67%"
"11/04/1995","424,09","424,09","424,09","424,09","22,21M","-0,48%"
"12/04/1995","420,00","420,00","420,00","420,00","18,74M","-0,96%"
"13/04/1995","419,45","419,45","419,45","419,45","24,64M","-0,13%"
"17/04/1995","417,84","417,84","417,84","417,84","15,82M","-0,38%"
"18/04/1995","414,96","414,96","414,96","414,96","22,47M","-0,69%"
"19/04/1995","414,21","414,21","414,21","414,21","25,04M","-0,18%"
"20/04/1995","414,41","414,41","414,41","414,41","20,27M","0,05%"
"21/04/1995","419,52","419,52","419,52","419,52","29,25M","1,23%"
"24/04/1995","420,19","420,19","420,19","420,19","29,06M","0,16%"
"25/04/1995","421,78","421,78","421,78","421,78","23,13M","0,38%"
"26/04/1995","419,60","419,60","419,60","419,60","25,34M","-0,52%"
"27/04/1995","417,81","417,81","417,81","417,81","27,74M","-0,43%"
"28/04/1995","416,45","416,45","416,45","416,45","24,08M","-0,33%"
"01/05/1995","415,32","415,32","415,32","415,32","17,34M","-0,27%"
"02/05/1995","420,16","420,16","420,16","420,16","23,13M","1,17%"
"03/05/1995","423,39","423,39","423,39","423,39","37,77M","0,77%"
"04/05/1995","424,32","424,32","424,32","424,32","27,87M","0,22%"
"05/05/1995","427,01","427,01","427,01","427,01","30,11M","0,63%"
"08/05/1995","428,53","428,53","428,53","428,53","22,34M","0,36%"
"09/05/1995","434,29","434,29","434,29","434,29","38,01M","1,34%"
"11/05/1995","459,55","459,55","459,55","459,55","74,88M","5,82%"
"12/05/1995","461,53","461,53","461,53","461,53","78,52M","0,43%"
"16/05/1995","463,50","463,50","463,50","463,50","50,20M","0,43%"
"17/05/1995","464,60","464,60","464,60","464,60","96,68M","0,24%"
"18/05/1995","457,84","457,84","457,84","457,84","31,74M","-1,46%"
"19/05/1995","458,71","458,71","458,71","458,71","33,25M","0,19%"
"22/05/1995","461,39","461,39","461,39","461,39","39,01M","0,58%"
"23/05/1995","470,77","470,77","470,77","470,77","45,92M","2,03%"
"24/05/1995","474,83","474,83","474,83","474,83","44,92M","0,86%"
"26/05/1995","473,69","473,69","473,69","473,69","33,44M","-0,24%"
"29/05/1995","472,76","472,76","472,76","472,76","67,58M","-0,20%"
"30/05/1995","475,28","475,28","475,28","475,28","30,67M","0,53%"
"01/06/1995","485,78","475,33","485,78","475,33","59,24M","2,21%"
"02/06/1995","493,15","493,15","493,15","493,15","60,31M","1,52%"
"05/06/1995","497,26","497,26","497,26","493,15","55,58M","0,83%"
"06/06/1995","494,68","496,61","499,16","491,27","49,70M","-0,52%"
"07/06/1995","495,51","494,62","496,22","494,06","30,91M","0,17%"
"08/06/1995","489,09","495,51","495,68","488,99","23,09M","-1,30%"
"09/06/1995","491,75","489,14","491,75","489,14","36,54M","0,54%"
"12/06/1995","487,31","491,59","491,68","484,30","20,82M","-0,90%"
"13/06/1995","488,29","487,34","489,07","486,13","23,38M","0,20%"
"14/06/1995","489,32","488,33","490,36","488,33","22,89M","0,21%"
"15/06/1995","487,27","489,37","489,58","486,76","24,49M","-0,42%"
"16/06/1995","486,04","487,48","488,04","485,29","28,17M","-0,25%"
"19/06/1995","485,40","486,74","486,81","483,25","11,41M","-0,13%"
"20/06/1995","487,95","484,89","487,95","484,89","18,67M","0,53%"
"21/06/1995","486,37","487,99","488,14","485,94","63,15M","-0,32%"
"22/06/1995","490,25","486,38","490,25","486,38","36,16M","0,80%"
"23/06/1995","491,66","490,48","492,21","489,56","52,62M","0,29%"
"26/06/1995","489,81","491,73","491,75","489,15","60,23M","-0,38%"
"27/06/1995","489,64","489,97","489,99","487,91","54,54M","-0,03%"
"28/06/1995","489,35","489,35","489,35","489,35","46,54M","-0,06%"
"29/06/1995","491,84","489,40","491,84","489,12","36,71M","0,51%"
"30/06/1995","492,28","491,49","492,28","490,07","39,44M","0,09%"
"03/07/1995","492,08","492,34","492,48","488,47","36,10M","-0,04%"
"04/07/1995","493,43","492,25","493,75","491,15","28,38M","0,27%"
"05/07/1995","498,59","489,59","499,04","489,59","36,69M","1,05%"
"06/07/1995","499,48","498,61","501,93","498,60","35,81M","0,18%"
"07/07/1995","509,14","499,48","509,14","499,48","38,80M","1,93%"
"10/07/1995","510,49","509,27","512,82","509,27","71,72M","0,27%"
"11/07/1995","507,51","510,57","510,61","506,14","28,60M","-0,58%"
"12/07/1995","507,23","507,19","507,62","506,59","23,17M","-0,06%"
"13/07/1995","509,54","507,23","509,93","507,23","69,25M","0,46%"
"14/07/1995","508,26","509,54","509,88","506,88","38,88M","-0,25%"
"17/07/1995","511,87","510,78","512,56","510,51","226,69M","0,71%"
"18/07/1995","509,95","511,87","512,56","508,98","78,89M","-0,38%"
"19/07/1995","504,50","509,95","509,95","503,79","36,93M","-1,07%"
"20/07/1995","507,43","505,35","507,43","502,23","50,91M","0,58%"
"21/07/1995","510,93","507,53","512,30","507,43","37,95M","0,69%"
"24/07/1995","509,53","511,05","511,92","508,45","20,46M","-0,27%"
"25/07/1995","508,94","509,55","510,77","507,89","29,95M","-0,12%"
"26/07/1995","509,94","508,92","509,94","502,39","26,03M","0,20%"
"27/07/1995","510,73","510,04","510,73","508,42","35,66M","0,15%"
"28/07/1995","512,51","510,77","512,68","510,77","24,88M","0,35%"
"31/07/1995","512,06","512,51","512,56","510,49","121,14M","-0,09%"
"01/08/1995","511,41","512,10","512,25","507,36","57,85M","-0,13%"
"02/08/1995","513,08","511,39","513,33","510,86","30,73M","0,33%"
"03/08/1995","512,58","513,08","515,58","512,48","40,25M","-0,10%"
"04/08/1995","510,13","512,58","513,01","508,91","36,35M","-0,48%"
"07/08/1995","515,74","514,13","516,39","514,13","30,17M","1,10%"
"08/08/1995","513,61","515,93","517,44","513,00","51,73M","-0,41%"
"10/08/1995","515,00","517,54","517,78","513,65","47,00M","0,27%"
"11/08/1995","519,18","515,00","519,40","515,00","39,32M","0,81%"
"14/08/1995","515,93","519,41","519,53","514,77","42,46M","-0,63%"
"15/08/1995","515,01","516,01","516,88","513,47","46,59M","-0,18%"
"16/08/1995","510,39","515,01","515,01","510,39","25,92M","-0,90%"
"18/08/1995","500,65","510,39","510,47","498,77","32,00M","-1,91%"
"21/08/1995","498,03","500,57","500,77","493,20","28,60M","-0,52%"
"22/08/1995","499,10","498,07","500,65","498,07","52,17M","0,21%"
"23/08/1995","502,07","499,11","502,07","499,11","26,53M","0,60%"
"24/08/1995","500,34","502,10","502,39","498,89","24,43M","-0,34%"
"25/08/1995","500,60","500,34","501,02","499,92","27,22M","0,05%"
"28/08/1995","501,17","500,61","501,17","499,86","15,80M","0,11%"
"29/08/1995","504,01","501,18","504,01","501,18","44,33M","0,57%"
"30/08/1995","506,79","504,03","506,92","504,03","43,74M","0,55%"
"31/08/1995","500,75","506,79","507,10","499,72","41,25M","-1,19%"
"01/09/1995","501,78","500,58","501,78","500,13","30,72M","0,21%"
"04/09/1995","500,54","502,00","502,60","499,81","32,72M","-0,25%"
"05/09/1995","496,60","500,51","500,54","495,66","18,82M","-0,79%"
"06/09/1995","493,15","496,67","496,84","492,77","33,43M","-0,69%"
"07/09/1995","491,44","493,16","493,16","490,59","40,06M","-0,35%"
"08/09/1995","490,00","491,44","491,67","489,01","39,44M","-0,29%"
"11/09/1995","485,44","490,00","490,00","481,96","33,78M","-0,93%"
"12/09/1995","488,00","485,45","488,00","485,12","27,70M","0,53%"
"13/09/1995","493,68","488,02","493,68","488,02","45,45M","1,16%"
"14/09/1995","495,42","493,68","495,42","493,48","119,89M","0,35%"
"15/09/1995","495,32","495,43","497,45","495,23","46,23M","-0,02%"
"18/09/1995","494,21","495,32","495,65","493,47","26,26M","-0,22%"
"19/09/1995","493,18","494,21","494,59","493,11","24,60M","-0,21%"
"20/09/1995","492,95","493,80","493,80","491,86","28,74M","-0,05%"
"21/09/1995","493,60","492,95","494,11","492,53","35,48M","0,13%"
"22/09/1995","492,81","493,60","494,02","491,52","29,10M","-0,16%"
"25/09/1995","493,55","492,81","493,55","491,93","30,85M","0,15%"
"26/09/1995","493,06","493,54","494,38","491,84","39,78M","-0,10%"
"27/09/1995","490,21","493,06","493,18","489,59","49,24M","-0,58%"
"28/09/1995","491,94","490,21","491,94","488,24","65,74M","0,35%"
"29/09/1995","493,24","491,94","494,25","490,21","61,07M","0,26%"
"02/10/1995","490,56","493,24","493,83","490,20","51,80M","-0,54%"
"03/10/1995","487,80","490,56","490,69","486,27","38,16M","-0,56%"
"04/10/1995","492,65","487,96","492,65","487,96","36,00M","0,99%"
