"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"23/10/1997","494,14","505,23","505,23","490,74","688,38M","-2,20%"
"24/10/1997","490,40","493,99","493,99","486,77","251,06M","-0,76%"
"27/10/1997","490,12","490,54","493,94","487,63","266,01M","-0,06%"
"28/10/1997","448,00","487,94","487,94","444,30","405,04M","-8,59%"
"29/10/1997","472,05","453,80","472,60","453,80","388,12M","5,37%"
"30/10/1997","502,87","472,12","502,87","467,33","537,72M","6,53%"
"31/10/1997","500,42","502,69","511,67","488,72","786,34M","-0,49%"
"03/11/1997","501,71","500,80","514,72","498,24","495,82M","0,26%"
"04/11/1997","494,85","502,68","506,03","492,58","342,76M","-1,37%"
"05/11/1997","490,99","494,86","495,54","486,81","261,58M","-0,78%"
"06/11/1997","478,91","490,99","491,59","475,44","268,95M","-2,46%"
"07/11/1997","466,12","475,61","477,15","460,24","462,90M","-2,67%"
"10/11/1997","462,69","466,11","466,11","458,48","221,18M","-0,74%"
"11/11/1997","448,15","462,37","463,12","444,13","253,24M","-3,14%"
"12/11/1997","449,64","448,17","452,67","444,17","298,72M","0,33%"
"13/11/1997","437,95","449,79","449,79","436,07","416,69M","-2,60%"
"14/11/1997","436,84","438,24","440,73","433,76","470,95M","-0,25%"
"17/11/1997","439,54","437,51","443,04","436,90","298,92M","0,62%"
"18/11/1997","434,21","439,63","442,54","431,66","299,36M","-1,21%"
"19/11/1997","415,65","434,21","434,21","411,41","363,89M","-4,27%"
"20/11/1997","396,13","415,74","415,74","392,94","431,42M","-4,70%"
"21/11/1997","391,26","397,11","398,78","385,85","359,28M","-1,23%"
"24/11/1997","410,21","391,64","410,21","391,64","444,37M","4,84%"
"25/11/1997","395,68","409,24","409,24","392,81","367,40M","-3,54%"
"26/11/1997","398,54","395,91","398,54","393,77","323,19M","0,72%"
"27/11/1997","401,71","398,63","401,71","395,73","452,70M","0,80%"
"01/12/1997","398,62","401,30","402,12","396,14","264,81M","-0,77%"
"02/12/1997","394,28","398,47","398,61","390,82","1,26B","-1,09%"
"03/12/1997","389,68","393,41","393,41","384,65","376,09M","-1,17%"
"04/12/1997","401,93","389,68","401,93","389,68","294,51M","3,14%"
"05/12/1997","414,78","402,08","414,78","402,08","362,83M","3,20%"
"08/12/1997","423,61","415,81","427,89","415,81","391,67M","2,13%"
"09/12/1997","425,50","424,14","425,84","416,63","449,06M","0,45%"
"10/12/1997","415,94","424,98","424,98","412,38","258,71M","-2,25%"
"11/12/1997","396,11","415,50","415,50","393,19","399,34M","-4,77%"
"12/12/1997","365,85","395,32","395,32","358,25","649,84M","-7,64%"
"15/12/1997","339,54","365,42","365,42","335,69","524,78M","-7,19%"
"16/12/1997","356,38","340,75","356,38","340,75","507,69M","4,96%"
"17/12/1997","368,69","360,20","374,11","360,20","734,00M","3,45%"
"18/12/1997","378,39","372,47","379,87","372,47","481,39M","2,63%"
"19/12/1997","378,80","377,96","381,66","372,06","554,01M","0,11%"
"22/12/1997","385,85","378,80","385,85","376,10","379,94M","1,86%"
"23/12/1997","397,03","385,67","397,03","385,67","593,04M","2,90%"
"24/12/1997","396,53","397,31","400,93","391,13","449,14M","-0,13%"
"29/12/1997","398,01","396,79","401,92","394,91","587,10M","0,37%"
"30/12/1997","401,71","399,51","401,71","392,23","715,98M","0,93%"
"02/01/1998","410,01","402,10","410,01","400,75","161,08M","2,07%"
"05/01/1998","410,83","410,01","415,32","407,23","258,95M","0,20%"
"06/01/1998","402,26","409,82","409,82","397,86","378,43M","-2,09%"
"07/01/1998","394,24","401,76","401,76","382,93","352,17M","-1,99%"
"08/01/1998","347,11","393,91","393,91","321,08","653,05M","-11,95%"
"09/01/1998","342,97","346,47","362,79","337,59","676,66M","-1,19%"
"12/01/1998","350,24","342,97","353,79","342,97","483,62M","2,12%"
"13/01/1998","382,14","356,42","382,14","356,42","603,57M","9,11%"
"14/01/1998","403,98","382,93","403,98","382,93","781,78M","5,72%"
"15/01/1998","387,24","406,43","415,61","380,89","967,51M","-4,14%"
"16/01/1998","413,92","388,67","413,92","385,22","771,37M","6,89%"
"19/01/1998","439,03","416,44","443,32","416,44","785,03M","6,07%"
"20/01/1998","448,04","437,49","448,04","425,51","498,91M","2,05%"
"21/01/1998","466,00","451,79","471,19","451,79","638,61M","4,01%"
"22/01/1998","443,53","467,23","468,70","436,84","525,19M","-4,82%"
"23/01/1998","450,98","445,40","450,98","438,37","362,34M","1,68%"
"26/01/1998","473,69","456,30","477,11","456,30","348,43M","5,04%"
"27/01/1998","476,31","473,90","486,89","473,90","396,44M","0,55%"
"28/01/1998","485,94","476,45","485,94","462,84","282,94M","2,02%"
"02/02/1998","554,11","486,02","554,11","486,02","813,00M","14,03%"
"03/02/1998","536,79","555,25","570,05","527,02","685,00M","-3,13%"
"04/02/1998","519,93","536,57","536,57","514,89","759,73M","-3,14%"
"05/02/1998","513,49","519,93","520,70","503,20","680,78M","-1,24%"
"06/02/1998","535,43","514,91","535,53","514,91","1,01B","4,27%"
"09/02/1998","529,25","536,04","544,22","523,98","670,96M","-1,15%"
"10/02/1998","517,70","524,75","524,75","514,37","981,83M","-2,18%"
"11/02/1998","487,61","517,29","519,62","476,99","1,18B","-5,81%"
"12/02/1998","442,29","487,49","487,49","437,98","606,95M","-9,29%"
"13/02/1998","448,16","445,81","457,03","442,18","638,74M","1,33%"
"16/02/1998","457,71","458,27","462,07","453,56","473,75M","2,13%"
"17/02/1998","472,21","459,39","472,21","459,39","438,15M","3,17%"
"18/02/1998","472,68","472,22","479,76","469,39","479,37M","0,10%"
"19/02/1998","496,25","473,25","500,61","473,25","646,31M","4,99%"
"20/02/1998","495,23","496,53","496,97","490,20","594,51M","-0,21%"
"23/02/1998","505,04","494,82","507,10","494,82","579,52M","1,98%"
"24/02/1998","494,89","506,20","507,71","492,15","500,33M","-2,01%"
"25/02/1998","483,41","495,07","495,07","481,20","886,51M","-2,32%"
"26/02/1998","483,81","482,98","491,03","481,08","588,79M","0,08%"
"27/02/1998","482,38","484,12","484,13","475,37","563,76M","-0,30%"
"02/03/1998","496,73","482,38","496,73","482,38","450,52M","2,97%"
"03/03/1998","518,69","505,19","518,69","505,19","922,20M","4,42%"
"04/03/1998","502,91","519,81","519,81","499,72","483,93M","-3,04%"
"05/03/1998","516,49","502,86","516,49","492,29","567,25M","2,70%"
"06/03/1998","512,23","521,06","532,60","510,19","421,82M","-0,82%"
"09/03/1998","495,81","521,08","521,08","492,64","342,67M","-3,21%"
"10/03/1998","490,48","498,23","498,81","487,78","348,12M","-1,08%"
"11/03/1998","491,87","491,41","492,66","482,68","438,89M","0,28%"
"12/03/1998","498,19","493,24","501,49","493,08","480,87M","1,28%"
"13/03/1998","506,73","499,88","506,73","499,88","468,66M","1,71%"
"16/03/1998","510,79","507,58","510,79","503,22","395,80M","0,80%"
"17/03/1998","512,14","511,09","513,10","507,46","682,40M","0,26%"
"18/03/1998","504,00","512,22","512,84","499,14","626,22M","-1,59%"
"19/03/1998","504,15","503,30","504,18","499,56","587,83M","0,03%"
"20/03/1998","516,73","503,91","516,73","503,91","682,90M","2,50%"
"23/03/1998","516,32","516,92","526,48","511,19","926,55M","-0,08%"
"24/03/1998","501,66","516,45","516,45","499,58","523,45M","-2,84%"
"25/03/1998","504,10","501,66","504,10","493,00","503,83M","0,49%"
"26/03/1998","532,81","504,75","533,96","504,75","1,09B","5,70%"
"27/03/1998","542,10","533,57","550,27","533,57","1,09B","1,74%"
"30/03/1998","541,42","544,19","545,47","534,28","652,18M","-0,13%"
"01/04/1998","523,95","543,10","546,68","520,88","632,63M","-3,23%"
"02/04/1998","516,40","523,97","524,13","513,74","396,52M","-1,44%"
"03/04/1998","533,30","516,38","533,75","516,38","665,47M","3,27%"
"06/04/1998","526,14","533,49","533,49","523,37","414,82M","-1,34%"
"08/04/1998","530,04","525,85","538,08","525,85","540,46M","0,74%"
"09/04/1998","527,59","530,80","532,22","524,11","518,91M","-0,46%"
"13/04/1998","524,06","527,85","533,54","523,03","374,63M","-0,67%"
"14/04/1998","516,10","524,17","525,92","514,18","376,46M","-1,52%"
"15/04/1998","513,45","516,15","518,72","512,53","431,18M","-0,51%"
"16/04/1998","510,07","513,49","517,43","508,57","505,87M","-0,66%"
"17/04/1998","507,90","510,02","510,47","505,49","452,09M","-0,43%"
"20/04/1998","508,16","507,98","510,25","505,48","431,19M","0,05%"
"21/04/1998","497,71","508,37","508,37","495,69","606,71M","-2,06%"
"22/04/1998","500,64","497,78","502,04","497,25","455,11M","0,59%"
"23/04/1998","491,86","500,71","501,31","489,54","427,75M","-1,75%"
"24/04/1998","490,48","491,87","491,87","487,68","317,11M","-0,28%"
"27/04/1998","485,64","490,64","490,73","482,02","405,98M","-0,99%"
"29/04/1998","465,25","485,31","485,37","461,70","431,08M","-4,20%"
"30/04/1998","460,13","466,37","466,80","456,04","347,32M","-1,10%"
"01/05/1998","448,52","460,12","460,12","446,58","307,23M","-2,52%"
"04/05/1998","445,99","448,51","451,92","443,02","244,80M","-0,56%"
"05/05/1998","435,16","446,01","447,02","431,08","333,31M","-2,43%"
"06/05/1998","414,62","434,85","434,85","408,13","380,62M","-4,72%"
"07/05/1998","436,78","417,54","436,78","416,69","458,50M","5,34%"
"08/05/1998","434,65","436,24","440,47","431,66","383,50M","-0,49%"
"12/05/1998","430,53","434,80","434,80","425,45","257,85M","-0,95%"
"13/05/1998","402,06","430,44","430,44","393,36","518,52M","-6,61%"
"14/05/1998","403,70","402,06","412,52","400,93","269,90M","0,41%"
"15/05/1998","405,94","403,70","406,16","403,70","1,45M","0,55%"
"18/05/1998","388,92","405,66","405,66","384,10","127,72M","-4,19%"
"19/05/1998","413,82","388,90","414,18","387,01","99,62M","6,40%"
"20/05/1998","424,01","413,82","424,56","412,50","16,72M","2,46%"
"22/05/1998","445,14","426,32","445,14","426,32","199,68M","4,98%"
"25/05/1998","439,56","445,43","448,21","435,55","260,17M","-1,25%"
"26/05/1998","434,06","439,62","440,76","430,00","215,84M","-1,25%"
"27/05/1998","416,97","433,86","433,86","412,19","250,10M","-3,94%"
"28/05/1998","414,22","416,38","417,81","407,98","178,06M","-0,66%"
"29/05/1998","420,46","417,53","421,28","416,03","313,36M","1,51%"
"01/06/1998","414,08","420,23","420,23","409,53","307,23M","-1,52%"
"02/06/1998","399,60","414,08","414,28","396,33","148,48M","-3,50%"
"03/06/1998","392,61","399,43","400,03","384,71","290,15M","-1,75%"
"04/06/1998","406,33","393,35","406,33","389,76","436,28M","3,49%"
"05/06/1998","409,52","407,79","415,73","405,59","490,14M","0,79%"
"08/06/1998","409,42","413,46","413,46","405,14","190,41M","-0,02%"
"09/06/1998","411,07","409,65","411,07","405,82","177,20M","0,40%"
"10/06/1998","408,08","411,12","412,58","404,38","250,72M","-0,73%"
"11/06/1998","411,54","411,48","411,76","403,13","244,32M","0,85%"
"12/06/1998","408,37","411,32","416,39","407,29","296,16M","-0,77%"
"15/06/1998","406,50","407,60","413,38","401,64","247,76M","-0,46%"
"16/06/1998","399,51","406,50","406,50","396,84","195,58M","-1,72%"
"17/06/1998","419,44","399,54","419,44","399,54","248,83M","4,99%"
"18/06/1998","440,09","419,80","440,09","419,80","305,21M","4,92%"
"19/06/1998","425,45","440,40","441,02","421,56","198,48M","-3,33%"
"22/06/1998","420,66","425,45","426,46","417,36","157,56M","-1,13%"
"23/06/1998","423,08","420,59","425,02","419,90","161,69M","0,58%"
"24/06/1998","430,96","423,14","431,52","422,92","197,57M","1,86%"
"25/06/1998","428,81","433,19","433,41","426,76","188,82M","-0,50%"
"26/06/1998","430,87","429,12","433,29","427,04","209,21M","0,48%"
"29/06/1998","431,23","430,87","432,45","426,60","189,17M","0,08%"
"30/06/1998","445,92","431,71","445,92","427,02","292,15M","3,41%"
"01/07/1998","456,54","445,16","457,21","441,81","413,08M","2,38%"
"02/07/1998","466,37","458,47","466,37","458,47","438,57M","2,15%"
"03/07/1998","470,55","466,42","470,55","457,52","368,05M","0,90%"
"07/07/1998","483,94","470,76","490,63","470,76","412,04M","2,85%"
"08/07/1998","472,98","484,19","486,66","472,27","224,03M","-2,26%"
"09/07/1998","470,32","472,87","474,02","468,57","215,22M","-0,56%"
"10/07/1998","463,58","470,11","470,11","461,03","152,00M","-1,43%"
"13/07/1998","459,67","464,02","464,64","456,09","175,29M","-0,84%"
"14/07/1998","463,87","460,28","464,51","460,28","286,97M","0,91%"
"15/07/1998","467,34","464,35","472,26","464,35","463,45M","0,75%"
"16/07/1998","473,77","471,46","475,38","470,80","432,28M","1,38%"
"17/07/1998","486,23","474,30","486,23","474,30","570,46M","2,63%"
"20/07/1998","488,69","486,25","488,69","476,26","354,12M","0,51%"
"21/07/1998","488,24","488,42","489,14","484,14","312,29M","-0,09%"
"22/07/1998","483,06","489,20","492,22","480,65","395,44M","-1,06%"
"23/07/1998","473,81","482,54","484,10","471,20","249,60M","-1,91%"
"24/07/1998","479,56","473,98","479,56","470,50","247,39M","1,21%"
"27/07/1998","482,98","479,71","482,98","478,18","154,42M","0,71%"
"28/07/1998","483,53","482,82","486,78","481,62","313,89M","0,11%"
"29/07/1998","485,10","483,75","487,07","481,73","230,93M","0,32%"
"30/07/1998","482,69","485,25","485,25","480,01","322,37M","-0,50%"
"31/07/1998","481,72","482,93","486,14","479,50","217,00M","-0,20%"
"03/08/1998","475,26","481,79","482,34","472,55","131,93M","-1,34%"
"04/08/1998","461,35","475,26","475,26","457,82","152,52M","-2,93%"
"05/08/1998","441,78","461,35","461,35","439,73","160,94M","-4,24%"
"06/08/1998","433,83","441,79","446,66","432,70","143,54M","-1,80%"
"07/08/1998","423,61","434,17","434,17","422,37","265,02M","-2,36%"
"10/08/1998","421,17","423,61","423,88","418,24","150,22M","-0,58%"
"11/08/1998","407,06","421,17","421,17","405,21","246,61M","-3,35%"
"12/08/1998","408,63","406,89","412,17","402,23","247,00M","0,39%"
"13/08/1998","402,94","408,91","413,39","401,27","249,16M","-1,39%"
"14/08/1998","414,63","402,94","414,71","400,72","493,43M","2,90%"
"18/08/1998","403,86","414,98","416,26","402,20","216,77M","-2,60%"
"19/08/1998","405,89","404,84","409,04","402,31","240,04M","0,50%"
"20/08/1998","399,33","406,27","406,27","394,45","231,52M","-1,62%"
"21/08/1998","388,35","399,08","399,08","387,06","206,99M","-2,75%"
"24/08/1998","370,55","386,89","386,89","368,48","149,37M","-4,58%"
"25/08/1998","367,14","370,90","374,16","363,16","247,25M","-0,92%"
"26/08/1998","360,93","367,29","371,99","360,56","156,39M","-1,69%"
"27/08/1998","354,94","360,45","361,57","351,82","124,81M","-1,66%"
"28/08/1998","339,02","354,10","354,10","337,02","224,88M","-4,49%"
"31/08/1998","342,44","337,57","342,44","323,24","243,10M","1,01%"
"01/09/1998","325,85","342,08","342,08","324,31","167,47M","-4,84%"
"02/09/1998","329,62","330,42","334,56","327,69","279,46M","1,16%"
"03/09/1998","334,79","329,48","336,19","328,66","212,81M","1,57%"
"04/09/1998","325,56","331,96","333,00","322,15","451,22M","-2,76%"
"07/09/1998","335,81","325,99","336,29","325,99","184,93M","3,15%"
"08/09/1998","330,41","335,65","339,45","328,80","198,52M","-1,61%"
"09/09/1998","325,76","333,31","333,31","320,79","168,45M","-1,41%"
"10/09/1998","327,27","325,54","328,67","322,93","215,73M","0,46%"
"11/09/1998","324,04","325,20","326,68","319,80","144,89M","-0,99%"
"14/09/1998","320,60","324,30","326,28","316,51","182,78M","-1,06%"
"15/09/1998","292,15","320,56","322,21","291,50","311,69M","-8,87%"
"16/09/1998","290,92","293,20","299,80","285,93","276,73M","-0,42%"
"17/09/1998","285,48","290,99","293,10","283,15","165,58M","-1,87%"
"18/09/1998","271,67","284,92","284,92","268,40","167,92M","-4,84%"
"21/09/1998","256,83","271,67","273,56","255,46","170,52M","-5,46%"
"22/09/1998","260,88","257,52","261,98","255,57","143,34M","1,58%"
"23/09/1998","262,25","262,05","266,29","259,07","310,68M","0,53%"
"24/09/1998","282,16","262,25","282,16","262,25","325,52M","7,59%"
"25/09/1998","275,22","278,89","278,89","269,76","308,22M","-2,46%"
"28/09/1998","275,00","275,34","278,57","272,88","294,24M","-0,08%"
"29/09/1998","276,01","274,44","276,57","272,42","295,67M","0,37%"
"30/09/1998","276,15","276,07","278,95","273,56","157,73M","0,05%"
"01/10/1998","273,87","276,59","276,83","272,19","137,90M","-0,83%"
"02/10/1998","263,23","273,94","273,94","260,91","129,53M","-3,89%"
"05/10/1998","261,31","264,88","268,23","259,62","108,12M","-0,73%"
"06/10/1998","258,11","261,31","261,31","255,97","282,35M","-1,22%"
"07/10/1998","266,17","258,18","267,83","258,18","130,88M","3,12%"
"08/10/1998","288,55","265,48","290,02","265,48","358,15M","8,41%"
"09/10/1998","304,84","288,57","311,96","288,57","526,25M","5,65%"
"12/10/1998","307,42","304,89","312,01","304,89","239,08M","0,85%"
"13/10/1998","313,99","309,00","313,99","306,79","197,82M","2,14%"
"14/10/1998","303,19","311,97","311,97","301,21","177,03M","-3,44%"
"15/10/1998","304,85","303,38","307,25","303,09","112,77M","0,55%"
"16/10/1998","337,59","311,49","337,59","311,49","384,95M","10,74%"
"19/10/1998","336,42","338,14","351,13","331,08","348,80M","-0,35%"
"20/10/1998","336,58","339,20","340,83","327,69","241,63M","0,05%"
"21/10/1998","322,32","337,43","337,43","321,62","335,74M","-4,24%"
"22/10/1998","316,80","322,32","324,45","316,80","204,89M","-1,71%"
"23/10/1998","313,42","316,80","317,12","308,98","167,84M","-1,07%"
"26/10/1998","315,31","312,86","315,31","310,79","226,06M","0,60%"
"27/10/1998","318,10","315,38","318,99","313,40","134,13M","0,88%"
"28/10/1998","312,29","318,17","322,41","310,64","273,21M","-1,83%"
"29/10/1998","309,41","312,45","312,45","304,11","116,26M","-0,92%"
"30/10/1998","300,77","310,06","310,93","299,87","243,42M","-2,79%"
"02/11/1998","307,20","301,20","308,37","301,20","158,99M","2,14%"
"03/11/1998","317,18","310,53","319,08","310,53","235,20M","3,25%"
"04/11/1998","330,46","317,26","330,56","316,87","305,10M","4,19%"
"05/11/1998","355,53","335,38","371,43","335,38","565,36M","7,59%"
"06/11/1998","353,98","358,13","363,62","349,15","326,81M","-0,44%"
"09/11/1998","364,39","353,48","373,57","353,48","375,64M","2,94%"
"10/11/1998","357,30","364,30","365,22","355,00","204,63M","-1,95%"
"11/11/1998","363,01","357,30","363,62","354,98","609,42M","1,60%"
"12/11/1998","357,98","363,01","371,81","355,06","439,12M","-1,39%"
"13/11/1998","355,54","357,98","359,50","354,55","264,24M","-0,68%"
"16/11/1998","356,23","355,54","360,65","353,07","103,34M","0,19%"
"18/11/1998","369,99","356,64","372,18","356,64","490,53M","3,86%"
"19/11/1998","379,12","370,13","379,12","370,13","344,56M","2,47%"
"20/11/1998","403,65","381,32","403,65","381,32","581,29M","6,47%"
"23/11/1998","424,99","403,64","427,43","403,64","861,81M","5,29%"
"24/11/1998","420,08","425,00","436,79","417,66","1,37B","-1,16%"
"25/11/1998","387,38","419,35","419,35","386,01","602,75M","-7,78%"
"26/11/1998","394,68","387,38","398,05","385,02","514,53M","1,88%"
"27/11/1998","392,32","395,11","395,34","388,42","364,50M","-0,60%"
"30/11/1998","386,27","392,32","395,62","385,93","249,35M","-1,54%"
"01/12/1998","387,74","385,92","387,74","373,99","415,24M","0,38%"
"02/12/1998","396,96","387,74","399,60","387,74","291,31M","2,38%"
"03/12/1998","393,80","395,90","397,36","391,15","229,01M","-0,80%"
"04/12/1998","390,39","393,26","393,26","388,11","231,47M","-0,87%"
"07/12/1998","399,46","390,91","400,61","390,91","252,88M","2,32%"
"08/12/1998","398,90","399,48","402,62","398,12","267,54M","-0,14%"
"09/12/1998","398,78","400,19","402,45","396,36","148,06M","-0,03%"
"10/12/1998","403,67","399,33","403,74","398,13","261,14M","1,23%"
"11/12/1998","405,60","403,60","406,37","399,30","295,68M","0,48%"
"14/12/1998","404,70","405,65","411,17","402,44","275,16M","-0,22%"
"15/12/1998","400,76","404,74","404,74","399,12","231,81M","-0,97%"
"16/12/1998","412,69","400,76","414,50","400,76","225,07M","2,98%"
"17/12/1998","405,58","412,69","412,92","404,65","287,47M","-1,72%"
"18/12/1998","403,96","405,53","407,27","401,90","155,69M","-0,40%"
"21/12/1998","404,50","403,98","406,32","400,47","135,76M","0,13%"
"22/12/1998","406,46","404,43","409,29","403,63","215,79M","0,48%"
"23/12/1998","400,52","405,66","405,66","398,11","153,13M","-1,46%"
"24/12/1998","401,86","400,52","401,86","399,14","105,13M","0,33%"
"28/12/1998","400,18","401,88","402,50","395,39","106,23M","-0,42%"
"29/12/1998","396,73","400,19","401,13","393,82","102,32M","-0,86%"
"30/12/1998","398,04","396,92","398,04","390,08","174,87M","0,33%"
"04/01/1999","394,01","393,96","395,61","391,25","61,36M","-1,01%"
"05/01/1999","408,70","394,50","408,70","393,03","198,14M","3,73%"
"06/01/1999","427,08","411,80","427,08","411,80","381,54M","4,50%"
"07/01/1999","457,94","433,54","462,12","433,54","541,06M","7,23%"
"08/01/1999","439,49","458,61","458,61","437,79","259,55M","-4,03%"
"11/01/1999","437,30","441,55","443,76","435,20","161,06M","-0,50%"
"12/01/1999","436,19","438,04","442,70","433,03","200,80M","-0,25%"
"13/01/1999","419,10","436,10","436,10","414,93","230,00M","-3,92%"
"14/01/1999","408,55","418,89","418,89","399,87","236,69M","-2,52%"
"15/01/1999","402,40","406,94","406,94","398,49","122,72M","-1,51%"
"25/01/1999","382,48","402,40","403,54","376,30","156,63M","-4,95%"
"26/01/1999","398,15","383,77","398,15","383,77","150,33M","4,10%"
"27/01/1999","410,25","400,23","410,25","400,23","220,34M","3,04%"
"28/01/1999","407,27","409,97","410,83","405,82","193,86M","-0,73%"
"29/01/1999","411,93","407,58","415,41","407,58","228,43M","1,14%"
"01/02/1999","409,11","412,21","417,76","407,68","154,78M","-0,68%"
"02/02/1999","405,16","408,92","409,20","402,56","150,73M","-0,97%"
"03/02/1999","410,56","405,43","410,56","401,96","217,41M","1,33%"
"04/02/1999","409,02","410,56","414,59","405,71","185,66M","-0,38%"
"05/02/1999","405,55","409,02","409,90","405,55","150,40M","-0,85%"
"08/02/1999","399,69","405,89","407,45","395,65","142,85M","-1,44%"
"09/02/1999","402,83","400,50","402,83","397,87","216,38M","0,79%"
"10/02/1999","398,68","403,61","403,61","397,46","118,59M","-1,03%"
"11/02/1999","402,65","401,13","406,47","400,02","129,77M","1,00%"
"12/02/1999","400,55","402,65","406,64","395,95","147,27M","-0,52%"
"15/02/1999","396,92","400,55","400,70","394,43","64,07M","-0,91%"
"16/02/1999","398,85","396,92","398,88","396,43","36,86M","0,49%"
"17/02/1999","397,98","398,85","400,07","397,06","85,58M","-0,22%"
"18/02/1999","403,41","397,98","403,41","397,02","77,33M","1,36%"
"19/02/1999","404,02","403,65","407,96","402,95","129,89M","0,15%"
"22/02/1999","398,67","404,31","405,00","397,70","39,55M","-1,32%"
"23/02/1999","397,94","400,22","402,53","394,79","105,29M","-0,18%"
"24/02/1999","402,00","397,89","402,53","397,30","87,12M","1,02%"
"25/02/1999","397,80","402,00","402,00","395,76","85,71M","-1,04%"
"26/02/1999","396,09","398,09","398,09","393,21","121,51M","-0,43%"
"01/03/1999","396,32","396,05","396,95","394,29","157,76M","0,06%"
"02/03/1999","394,97","396,77","397,75","394,13","119,17M","-0,34%"
"03/03/1999","395,81","395,35","399,30","393,06","112,37M","0,21%"
"04/03/1999","394,15","396,42","396,62","392,97","80,97M","-0,42%"
"05/03/1999","388,68","394,97","395,32","386,42","89,82M","-1,39%"
"08/03/1999","384,57","388,91","391,52","382,04","107,14M","-1,06%"
"09/03/1999","379,42","384,83","385,26","378,00","101,35M","-1,34%"
"10/03/1999","373,80","379,62","379,87","370,64","75,80M","-1,48%"
"11/03/1999","378,64","374,07","378,64","371,80","72,06M","1,29%"
"12/03/1999","375,94","378,39","379,06","374,23","114,78M","-0,71%"
"15/03/1999","372,32","374,26","377,44","371,10","106,16M","-0,96%"
"16/03/1999","379,45","374,29","379,45","372,28","145,02M","1,92%"
"17/03/1999","387,88","379,22","387,88","379,22","106,44M","2,22%"
"19/03/1999","394,22","390,31","394,22","390,31","172,97M","1,63%"
"22/03/1999","392,28","394,25","394,25","390,35","257,75M","-0,49%"
"23/03/1999","394,81","392,04","394,81","389,10","113,51M","0,64%"
"24/03/1999","391,35","394,64","394,64","389,07","169,55M","-0,88%"
"25/03/1999","395,83","391,10","395,83","389,85","193,92M","1,14%"
"26/03/1999","392,95","396,03","398,43","391,68","106,30M","-0,73%"
"29/03/1999","392,86","392,93","392,93","389,86","121,81M","-0,02%"
"30/03/1999","393,62","393,31","394,98","392,23","149,02M","0,19%"
"01/04/1999","394,43","393,62","397,02","392,03","166,00M","0,21%"
"05/04/1999","395,34","394,44","406,50","393,64","187,97M","0,23%"
"06/04/1999","395,51","395,36","395,61","393,98","128,01M","0,04%"
"07/04/1999","395,91","395,51","398,19","395,25","146,78M","0,10%"
"08/04/1999","400,00","395,95","400,00","395,95","202,79M","1,03%"
"09/04/1999","421,21","400,00","421,21","400,00","221,46M","5,30%"
"12/04/1999","421,15","421,21","428,79","421,15","325,73M","-0,01%"
"13/04/1999","432,52","421,15","435,57","421,15","286,97M","2,70%"
"14/04/1999","435,56","432,81","435,86","427,33","316,61M","0,70%"
"15/04/1999","447,48","435,64","448,13","434,12","517,66M","2,74%"
"16/04/1999","479,53","447,47","486,99","447,47","1,01B","7,16%"
"19/04/1999","508,15","480,96","528,55","480,96","981,01M","5,97%"
"20/04/1999","485,97","507,99","507,99","477,92","448,07M","-4,36%"
"21/04/1999","480,62","485,97","494,83","477,99","440,36M","-1,10%"
"22/04/1999","479,24","480,73","488,94","477,04","745,58M","-0,29%"
"23/04/1999","473,59","480,28","483,98","473,21","986,66M","-1,18%"
"26/04/1999","470,41","473,59","476,78","468,93","387,43M","-0,67%"
"27/04/1999","469,20","470,63","470,71","466,79","230,44M","-0,26%"
"28/04/1999","481,34","469,67","483,87","469,67","417,30M","2,59%"
"29/04/1999","490,99","482,06","495,32","481,42","462,65M","2,00%"
"30/04/1999","495,22","490,99","505,62","490,99","735,84M","0,86%"
"03/05/1999","523,36","495,19","523,36","495,19","864,38M","5,68%"
"04/05/1999","548,24","531,11","559,56","531,11","2,05B","4,75%"
"05/05/1999","563,84","548,17","565,62","544,43","2,83B","2,85%"
"06/05/1999","580,90","564,84","591,84","564,84","2,43B","3,03%"
"07/05/1999","575,12","586,59","588,24","566,49","1,36B","-1,00%"
"10/05/1999","574,36","575,08","581,90","567,54","633,44M","-0,13%"
"11/05/1999","573,23","574,08","577,08","569,86","773,85M","-0,20%"
"12/05/1999","576,50","573,48","577,59","561,18","764,64M","0,57%"
"14/05/1999","591,63","576,71","598,21","576,71","947,64M","2,62%"
"17/05/1999","590,80","591,69","592,27","583,25","822,77M","-0,14%"
"18/05/1999","577,89","590,56","591,38","576,23","471,86M","-2,19%"
"19/05/1999","593,60","577,92","593,60","576,02","674,51M","2,72%"
"20/05/1999","594,05","593,50","608,27","588,34","887,00M","0,08%"
"21/05/1999","591,66","594,12","595,35","589,59","676,24M","-0,40%"
"24/05/1999","613,64","591,69","615,92","591,30","942,02M","3,71%"
"25/05/1999","619,88","613,36","626,09","613,21","1,42B","1,02%"
"26/05/1999","605,79","619,89","620,21","604,73","1,03B","-2,27%"
"27/05/1999","603,12","606,09","613,27","601,94","922,99M","-0,44%"
"28/05/1999","583,65","602,92","602,92","581,21","599,44M","-3,23%"
"31/05/1999","585,24","583,53","593,33","581,79","572,31M","0,27%"
"01/06/1999","583,26","585,34","586,86","578,87","645,77M","-0,34%"
"02/06/1999","574,32","583,47","584,38","571,63","549,36M","-1,53%"
